Year,Commodity,Food_Group,Supply_Chain_Stage,Loss_Percentage,Dataset_Status
2017,Cauliflower,Vegetables,Market,3.82,Synthetic data for visualization practice
2017,Cabbage,Vegetables,Harvest,6.57,Synthetic data for visualization practice
2017,Cabbage,Vegetables,Handling,5.22,Synthetic data for visualization practice
2017,Cabbage,Vegetables,Storage,7.26,Synthetic data for visualization practice
2017,Cabbage,Vegetables,Transport,6.25,Synthetic data for visualization practice
2017,Cabbage,Vegetables,Market,4.61,Synthetic data for visualization practice
2017,Okra,Vegetables,Harvest,5.51,Synthetic data for visualization practice
2017,Okra,Vegetables,Handling,4.45,Synthetic data for visualization practice
2017,Okra,Vegetables,Storage,6.34,Synthetic data for visualization practice
2017,Okra,Vegetables,Transport,5.09,Synthetic data for visualization practice
2017,Okra,Vegetables,Market,3.85,Synthetic data for visualization practice
2017,Groundnut,Oilseeds,Harvest,2.23,Synthetic data for visualization practice
2017,Groundnut,Oilseeds,Handling,2.08,Synthetic data for visualization practice
2017,Groundnut,Oilseeds,Storage,2.16,Synthetic data for visualization practice
2017,Groundnut,Oilseeds,Transport,2.07,Synthetic data for visualization practice
2017,Groundnut,Oilseeds,Market,1.2,Synthetic data for visualization practice
2017,Soybean,Oilseeds,Harvest,3.36,Synthetic data for visualization practice
2017,Soybean,Oilseeds,Handling,2.64,Synthetic data for visualization practice
2017,Soybean,Oilseeds,Storage,3.24,Synthetic data for visualization practice
2017,Soybean,Oilseeds,Transport,2.44,Synthetic data for visualization practice
2017,Soybean,Oilseeds,Market,1.47,Synthetic data for visualization practice
2017,Mustard,Oilseeds,Harvest,3.76,Synthetic data for visualization practice
2017,Mustard,Oilseeds,Handling,2.64,Synthetic data for visualization practice
2017,Mustard,Oilseeds,Storage,3.44,Synthetic data for visualization practice
2017,Mustard,Oilseeds,Transport,3.06,Synthetic data for visualization practice
2017,Mustard,Oilseeds,Market,1.93,Synthetic data for visualization practice
2017,Sunflower,Oilseeds,Harvest,2.41,Synthetic data for visualization practice
2017,Sunflower,Oilseeds,Handling,1.88,Synthetic data for visualization practice
2017,Sunflower,Oilseeds,Storage,2.9,Synthetic data for visualization practice
2017,Sunflower,Oilseeds,Transport,2.31,Synthetic data for visualization practice
2017,Sunflower,Oilseeds,Market,1.91,Synthetic data for visualization practice
2017,Chilli,Spices,Harvest,2.73,Synthetic data for visualization practice
2017,Chilli,Spices,Handling,2.41,Synthetic data for visualization practice
2017,Chilli,Spices,Storage,2.6,Synthetic data for visualization practice
2017,Chilli,Spices,Transport,2.12,Synthetic data for visualization practice
2017,Chilli,Spices,Market,2.17,Synthetic data for visualization practice
2017,Turmeric,Spices,Harvest,2.82,Synthetic data for visualization practice
2017,Turmeric,Spices,Handling,1.86,Synthetic data for visualization practice
2017,Turmeric,Spices,Storage,3.16,Synthetic data for visualization practice
2017,Turmeric,Spices,Transport,2.34,Synthetic data for visualization practice
2017,Turmeric,Spices,Market,1.88,Synthetic data for visualization practice
2017,Coriander,Spices,Harvest,2.92,Synthetic data for visualization practice
2017,Coriander,Spices,Handling,2.17,Synthetic data for visualization practice
2017,Coriander,Spices,Storage,3.3,Synthetic data for visualization practice
2017,Coriander,Spices,Transport,2.92,Synthetic data for visualization practice
2017,Coriander,Spices,Market,1.81,Synthetic data for visualization practice
2018,Rice,Cereals,Harvest,1.43,Synthetic data for visualization practice
2018,Rice,Cereals,Handling,1.54,Synthetic data for visualization practice
2018,Rice,Cereals,Storage,1.18,Synthetic data for visualization practice
2018,Rice,Cereals,Transport,1.26,Synthetic data for visualization practice
2018,Rice,Cereals,Market,0.73,Synthetic data for visualization practice
2018,Wheat,Cereals,Harvest,2.15,Synthetic data for visualization practice
2018,Wheat,Cereals,Handling,1.62,Synthetic data for visualization practice
2018,Wheat,Cereals,Storage,2.3,Synthetic data for visualization practice
2018,Wheat,Cereals,Transport,1.91,Synthetic data for visualization practice
2018,Wheat,Cereals,Market,1.58,Synthetic data for visualization practice
2018,Maize,Cereals,Harvest,1.81,Synthetic data for visualization practice
2018,Maize,Cereals,Handling,1.47,Synthetic data for visualization practice
2018,Maize,Cereals,Storage,1.95,Synthetic data for visualization practice
2018,Maize,Cereals,Transport,1.67,Synthetic data for visualization practice
2018,Maize,Cereals,Market,1.27,Synthetic data for visualization practice
2018,Barley,Cereals,Harvest,2.07,Synthetic data for visualization practice
2018,Barley,Cereals,Handling,1.6,Synthetic data for visualization practice
2018,Barley,Cereals,Storage,2.19,Synthetic data for visualization practice
2018,Barley,Cereals,Transport,1.7,Synthetic data for visualization practice
2018,Barley,Cereals,Market,1.23,Synthetic data for visualization practice
2018,Millet,Cereals,Harvest,1.63,Synthetic data for visualization practice
2018,Millet,Cereals,Handling,1.19,Synthetic data for visualization practice
2018,Millet,Cereals,Storage,1.98,Synthetic data for visualization practice
2018,Millet,Cereals,Transport,1.73,Synthetic data for visualization practice
2018,Millet,Cereals,Market,1.3,Synthetic data for visualization practice
2018,Sorghum,Cereals,Harvest,1.68,Synthetic data for visualization practice
2018,Sorghum,Cereals,Handling,1.35,Synthetic data for visualization practice
2018,Sorghum,Cereals,Storage,1.61,Synthetic data for visualization practice
2018,Sorghum,Cereals,Transport,1.2,Synthetic data for visualization practice
2018,Sorghum,Cereals,Market,1.21,Synthetic data for visualization practice
2018,Chickpea,Pulses,Harvest,1.61,Synthetic data for visualization practice
2018,Chickpea,Pulses,Handling,1.56,Synthetic data for visualization practice
2018,Chickpea,Pulses,Storage,2.3,Synthetic data for visualization practice
2018,Chickpea,Pulses,Transport,1.62,Synthetic data for visualization practice
2018,Chickpea,Pulses,Market,1.5,Synthetic data for visualization practice
2018,Pigeon Pea,Pulses,Harvest,3.11,Synthetic data for visualization practice
2018,Pigeon Pea,Pulses,Handling,2.53,Synthetic data for visualization practice
2018,Pigeon Pea,Pulses,Storage,3.08,Synthetic data for visualization practice
2018,Pigeon Pea,Pulses,Transport,2.68,Synthetic data for visualization practice
2018,Pigeon Pea,Pulses,Market,1.43,Synthetic data for visualization practice
2018,Lentil,Pulses,Harvest,2.68,Synthetic data for visualization practice
2018,Lentil,Pulses,Handling,1.93,Synthetic data for visualization practice
2018,Lentil,Pulses,Storage,3.3,Synthetic data for visualization practice
2018,Lentil,Pulses,Transport,3.07,Synthetic data for visualization practice
2018,Lentil,Pulses,Market,1.72,Synthetic data for visualization practice
2018,Green Gram,Pulses,Harvest,2.32,Synthetic data for visualization practice
2018,Green Gram,Pulses,Handling,2.21,Synthetic data for visualization practice
2018,Green Gram,Pulses,Storage,2.26,Synthetic data for visualization practice
2018,Green Gram,Pulses,Transport,2.18,Synthetic data for visualization practice
2018,Green Gram,Pulses,Market,2.12,Synthetic data for visualization practice
2018,Black Gram,Pulses,Harvest,2.39,Synthetic data for visualization practice
2018,Black Gram,Pulses,Handling,1.59,Synthetic data for visualization practice
2018,Black Gram,Pulses,Storage,2.51,Synthetic data for visualization practice
2018,Black Gram,Pulses,Transport,2.23,Synthetic data for visualization practice
2018,Black Gram,Pulses,Market,1.7,Synthetic data for visualization practice
2018,Mango,Fruits,Harvest,6.35,Synthetic data for visualization practice
2018,Mango,Fruits,Handling,4.59,Synthetic data for visualization practice
2018,Mango,Fruits,Storage,7.26,Synthetic data for visualization practice
2018,Mango,Fruits,Transport,5.73,Synthetic data for visualization practice
2018,Mango,Fruits,Market,4.93,Synthetic data for visualization practice
2018,Banana,Fruits,Harvest,4.98,Synthetic data for visualization practice
2018,Banana,Fruits,Handling,4.25,Synthetic data for visualization practice
2018,Banana,Fruits,Storage,6.02,Synthetic data for visualization practice
2018,Banana,Fruits,Transport,4.91,Synthetic data for visualization practice
2018,Banana,Fruits,Market,3.35,Synthetic data for visualization practice
2018,Apple,Fruits,Harvest,3.52,Synthetic data for visualization practice
2018,Apple,Fruits,Handling,3.09,Synthetic data for visualization practice
2018,Apple,Fruits,Storage,3.93,Synthetic data for visualization practice
2018,Apple,Fruits,Transport,3.64,Synthetic data for visualization practice
2018,Apple,Fruits,Market,2.57,Synthetic data for visualization practice
2018,Guava,Fruits,Harvest,5.81,Synthetic data for visualization practice
2018,Guava,Fruits,Handling,4.57,Synthetic data for visualization practice
2018,Guava,Fruits,Storage,6.23,Synthetic data for visualization practice
2018,Guava,Fruits,Transport,5.62,Synthetic data for visualization practice
2018,Guava,Fruits,Market,4.02,Synthetic data for visualization practice
2018,Papaya,Fruits,Harvest,3.73,Synthetic data for visualization practice
2018,Papaya,Fruits,Handling,2.78,Synthetic data for visualization practice
2018,Papaya,Fruits,Storage,4.27,Synthetic data for visualization practice
2018,Papaya,Fruits,Transport,3.29,Synthetic data for visualization practice
2018,Papaya,Fruits,Market,2.58,Synthetic data for visualization practice
2018,Orange,Fruits,Harvest,5.19,Synthetic data for visualization practice
2018,Orange,Fruits,Handling,3.76,Synthetic data for visualization practice
2018,Orange,Fruits,Storage,6.58,Synthetic data for visualization practice
2018,Orange,Fruits,Transport,5.73,Synthetic data for visualization practice
2018,Orange,Fruits,Market,3.9,Synthetic data for visualization practice
2018,Tomato,Vegetables,Harvest,5.46,Synthetic data for visualization practice
2018,Tomato,Vegetables,Handling,4.36,Synthetic data for visualization practice
2018,Tomato,Vegetables,Storage,6.23,Synthetic data for visualization practice
2018,Tomato,Vegetables,Transport,4.89,Synthetic data for visualization practice
2018,Tomato,Vegetables,Market,4.21,Synthetic data for visualization practice
2018,Potato,Vegetables,Harvest,4.46,Synthetic data for visualization practice
2018,Potato,Vegetables,Handling,4.04,Synthetic data for visualization practice
2018,Potato,Vegetables,Storage,6.0,Synthetic data for visualization practice
2018,Potato,Vegetables,Transport,4.56,Synthetic data for visualization practice
2018,Potato,Vegetables,Market,3.46,Synthetic data for visualization practice
2018,Onion,Vegetables,Harvest,4.41,Synthetic data for visualization practice
2018,Onion,Vegetables,Handling,2.97,Synthetic data for visualization practice
2018,Onion,Vegetables,Storage,4.86,Synthetic data for visualization practice
2018,Onion,Vegetables,Transport,3.87,Synthetic data for visualization practice
2018,Onion,Vegetables,Market,3.58,Synthetic data for visualization practice
2018,Cauliflower,Vegetables,Harvest,4.67,Synthetic data for visualization practice
2018,Cauliflower,Vegetables,Handling,3.12,Synthetic data for visualization practice
2018,Cauliflower,Vegetables,Storage,4.96,Synthetic data for visualization practice
2018,Cauliflower,Vegetables,Transport,4.05,Synthetic data for visualization practice
2018,Cauliflower,Vegetables,Market,2.9,Synthetic data for visualization practice
2018,Cabbage,Vegetables,Harvest,5.97,Synthetic data for visualization practice
2018,Cabbage,Vegetables,Handling,4.45,Synthetic data for visualization practice
2018,Cabbage,Vegetables,Storage,6.0,Synthetic data for visualization practice
2018,Cabbage,Vegetables,Transport,5.29,Synthetic data for visualization practice
2018,Cabbage,Vegetables,Market,3.93,Synthetic data for visualization practice
2018,Okra,Vegetables,Harvest,4.65,Synthetic data for visualization practice
2018,Okra,Vegetables,Handling,3.31,Synthetic data for visualization practice
2018,Okra,Vegetables,Storage,4.89,Synthetic data for visualization practice
2018,Okra,Vegetables,Transport,4.48,Synthetic data for visualization practice
2018,Okra,Vegetables,Market,3.3,Synthetic data for visualization practice
2018,Groundnut,Oilseeds,Harvest,3.02,Synthetic data for visualization practice
2018,Groundnut,Oilseeds,Handling,2.32,Synthetic data for visualization practice
2018,Groundnut,Oilseeds,Storage,3.02,Synthetic data for visualization practice
2018,Groundnut,Oilseeds,Transport,2.3,Synthetic data for visualization practice
2018,Groundnut,Oilseeds,Market,2.28,Synthetic data for visualization practice
2018,Soybean,Oilseeds,Harvest,2.63,Synthetic data for visualization practice
2018,Soybean,Oilseeds,Handling,1.73,Synthetic data for visualization practice
2018,Soybean,Oilseeds,Storage,2.4,Synthetic data for visualization practice
2018,Soybean,Oilseeds,Transport,1.86,Synthetic data for visualization practice
2018,Soybean,Oilseeds,Market,1.7,Synthetic data for visualization practice
2018,Mustard,Oilseeds,Harvest,2.78,Synthetic data for visualization practice
2018,Mustard,Oilseeds,Handling,1.84,Synthetic data for visualization practice
2018,Mustard,Oilseeds,Storage,2.68,Synthetic data for visualization practice
2018,Mustard,Oilseeds,Transport,2.18,Synthetic data for visualization practice
2018,Mustard,Oilseeds,Market,2.0,Synthetic data for visualization practice
2018,Sunflower,Oilseeds,Harvest,1.85,Synthetic data for visualization practice
2018,Sunflower,Oilseeds,Handling,1.46,Synthetic data for visualization practice
2018,Sunflower,Oilseeds,Storage,2.3,Synthetic data for visualization practice
2018,Sunflower,Oilseeds,Transport,1.77,Synthetic data for visualization practice
2018,Sunflower,Oilseeds,Market,1.68,Synthetic data for visualization practice
2018,Chilli,Spices,Harvest,3.55,Synthetic data for visualization practice
2018,Chilli,Spices,Handling,2.81,Synthetic data for visualization practice
2018,Chilli,Spices,Storage,3.67,Synthetic data for visualization practice
2018,Chilli,Spices,Transport,3.26,Synthetic data for visualization practice
2018,Chilli,Spices,Market,2.52,Synthetic data for visualization practice
2018,Turmeric,Spices,Harvest,3.31,Synthetic data for visualization practice
2018,Turmeric,Spices,Handling,2.37,Synthetic data for visualization practice
2018,Turmeric,Spices,Storage,3.18,Synthetic data for visualization practice
2018,Turmeric,Spices,Transport,2.82,Synthetic data for visualization practice
2018,Turmeric,Spices,Market,2.49,Synthetic data for visualization practice
2018,Coriander,Spices,Harvest,3.1,Synthetic data for visualization practice
2018,Coriander,Spices,Handling,2.8,Synthetic data for visualization practice
2018,Coriander,Spices,Storage,3.72,Synthetic data for visualization practice
2018,Coriander,Spices,Transport,3.27,Synthetic data for visualization practice
2018,Coriander,Spices,Market,2.44,Synthetic data for visualization practice
2019,Rice,Cereals,Harvest,1.11,Synthetic data for visualization practice
2019,Rice,Cereals,Handling,1.1,Synthetic data for visualization practice
2019,Rice,Cereals,Storage,1.5,Synthetic data for visualization practice
2019,Rice,Cereals,Transport,0.98,Synthetic data for visualization practice
2019,Rice,Cereals,Market,0.62,Synthetic data for visualization practice
2019,Wheat,Cereals,Harvest,1.58,Synthetic data for visualization practice
2019,Wheat,Cereals,Handling,1.08,Synthetic data for visualization practice
2019,Wheat,Cereals,Storage,1.87,Synthetic data for visualization practice
2019,Wheat,Cereals,Transport,1.84,Synthetic data for visualization practice
2019,Wheat,Cereals,Market,0.65,Synthetic data for visualization practice
2019,Maize,Cereals,Harvest,1.48,Synthetic data for visualization practice
2019,Maize,Cereals,Handling,1.74,Synthetic data for visualization practice
2019,Maize,Cereals,Storage,2.01,Synthetic data for visualization practice
2019,Maize,Cereals,Transport,1.79,Synthetic data for visualization practice
2019,Maize,Cereals,Market,0.97,Synthetic data for visualization practice
2019,Barley,Cereals,Harvest,1.81,Synthetic data for visualization practice
2019,Barley,Cereals,Handling,1.37,Synthetic data for visualization practice
2019,Barley,Cereals,Storage,2.06,Synthetic data for visualization practice
2019,Barley,Cereals,Transport,1.54,Synthetic data for visualization practice
2019,Barley,Cereals,Market,1.31,Synthetic data for visualization practice
2019,Millet,Cereals,Harvest,1.47,Synthetic data for visualization practice
2019,Millet,Cereals,Handling,1.22,Synthetic data for visualization practice
2019,Millet,Cereals,Storage,1.04,Synthetic data for visualization practice
2019,Millet,Cereals,Transport,0.63,Synthetic data for visualization practice
2019,Millet,Cereals,Market,1.19,Synthetic data for visualization practice
2019,Sorghum,Cereals,Harvest,1.54,Synthetic data for visualization practice
2019,Sorghum,Cereals,Handling,0.97,Synthetic data for visualization practice
2019,Sorghum,Cereals,Storage,2.06,Synthetic data for visualization practice
2019,Sorghum,Cereals,Transport,1.91,Synthetic data for visualization practice
2019,Sorghum,Cereals,Market,1.77,Synthetic data for visualization practice
2019,Chickpea,Pulses,Harvest,1.68,Synthetic data for visualization practice
2019,Chickpea,Pulses,Handling,1.2,Synthetic data for visualization practice
2019,Chickpea,Pulses,Storage,2.02,Synthetic data for visualization practice
2019,Chickpea,Pulses,Transport,1.58,Synthetic data for visualization practice
2019,Chickpea,Pulses,Market,1.05,Synthetic data for visualization practice
2019,Pigeon Pea,Pulses,Harvest,2.73,Synthetic data for visualization practice
2019,Pigeon Pea,Pulses,Handling,2.11,Synthetic data for visualization practice
2019,Pigeon Pea,Pulses,Storage,2.36,Synthetic data for visualization practice
2019,Pigeon Pea,Pulses,Transport,2.35,Synthetic data for visualization practice
2019,Pigeon Pea,Pulses,Market,1.84,Synthetic data for visualization practice
2019,Lentil,Pulses,Harvest,2.6,Synthetic data for visualization practice
2019,Lentil,Pulses,Handling,1.99,Synthetic data for visualization practice
2019,Lentil,Pulses,Storage,2.77,Synthetic data for visualization practice
2019,Lentil,Pulses,Transport,2.29,Synthetic data for visualization practice
2019,Lentil,Pulses,Market,1.76,Synthetic data for visualization practice
2019,Green Gram,Pulses,Harvest,2.01,Synthetic data for visualization practice
2019,Green Gram,Pulses,Handling,1.45,Synthetic data for visualization practice
2019,Green Gram,Pulses,Storage,1.93,Synthetic data for visualization practice
2019,Green Gram,Pulses,Transport,2.28,Synthetic data for visualization practice
2019,Green Gram,Pulses,Market,1.89,Synthetic data for visualization practice
2019,Black Gram,Pulses,Harvest,2.02,Synthetic data for visualization practice
2019,Black Gram,Pulses,Handling,1.9,Synthetic data for visualization practice
2019,Black Gram,Pulses,Storage,2.22,Synthetic data for visualization practice
2019,Black Gram,Pulses,Transport,1.88,Synthetic data for visualization practice
2019,Black Gram,Pulses,Market,1.16,Synthetic data for visualization practice
2019,Mango,Fruits,Harvest,4.07,Synthetic data for visualization practice
2019,Mango,Fruits,Handling,2.92,Synthetic data for visualization practice
2019,Mango,Fruits,Storage,4.58,Synthetic data for visualization practice
2019,Mango,Fruits,Transport,3.76,Synthetic data for visualization practice
2019,Mango,Fruits,Market,3.42,Synthetic data for visualization practice
2019,Banana,Fruits,Harvest,5.14,Synthetic data for visualization practice
2019,Banana,Fruits,Handling,4.17,Synthetic data for visualization practice
2019,Banana,Fruits,Storage,5.83,Synthetic data for visualization practice
2019,Banana,Fruits,Transport,4.74,Synthetic data for visualization practice
2019,Banana,Fruits,Market,3.5,Synthetic data for visualization practice
2019,Apple,Fruits,Harvest,4.13,Synthetic data for visualization practice
2019,Apple,Fruits,Handling,3.14,Synthetic data for visualization practice
2019,Apple,Fruits,Storage,5.02,Synthetic data for visualization practice
2019,Apple,Fruits,Transport,4.13,Synthetic data for visualization practice
2019,Apple,Fruits,Market,2.72,Synthetic data for visualization practice
2019,Guava,Fruits,Harvest,3.89,Synthetic data for visualization practice
2019,Guava,Fruits,Handling,3.18,Synthetic data for visualization practice
2019,Guava,Fruits,Storage,4.39,Synthetic data for visualization practice
2019,Guava,Fruits,Transport,3.41,Synthetic data for visualization practice
2019,Guava,Fruits,Market,2.46,Synthetic data for visualization practice
2019,Papaya,Fruits,Harvest,5.14,Synthetic data for visualization practice
2019,Papaya,Fruits,Handling,4.14,Synthetic data for visualization practice
2019,Papaya,Fruits,Storage,6.05,Synthetic data for visualization practice
2019,Papaya,Fruits,Transport,4.99,Synthetic data for visualization practice
2019,Papaya,Fruits,Market,3.67,Synthetic data for visualization practice
2019,Orange,Fruits,Harvest,6.11,Synthetic data for visualization practice
2019,Orange,Fruits,Handling,5.01,Synthetic data for visualization practice
2019,Orange,Fruits,Storage,6.96,Synthetic data for visualization practice
2019,Orange,Fruits,Transport,5.63,Synthetic data for visualization practice
2019,Orange,Fruits,Market,4.6,Synthetic data for visualization practice
2019,Tomato,Vegetables,Harvest,4.79,Synthetic data for visualization practice
2019,Tomato,Vegetables,Handling,4.03,Synthetic data for visualization practice
2019,Tomato,Vegetables,Storage,5.5,Synthetic data for visualization practice
2019,Tomato,Vegetables,Transport,4.68,Synthetic data for visualization practice
2019,Tomato,Vegetables,Market,3.7,Synthetic data for visualization practice
2019,Potato,Vegetables,Harvest,6.37,Synthetic data for visualization practice
2019,Potato,Vegetables,Handling,5.55,Synthetic data for visualization practice
2019,Potato,Vegetables,Storage,7.07,Synthetic data for visualization practice
2019,Potato,Vegetables,Transport,5.53,Synthetic data for visualization practice
2019,Potato,Vegetables,Market,4.29,Synthetic data for visualization practice
2019,Onion,Vegetables,Harvest,6.27,Synthetic data for visualization practice
2019,Onion,Vegetables,Handling,4.98,Synthetic data for visualization practice
2019,Onion,Vegetables,Storage,7.4,Synthetic data for visualization practice
2019,Onion,Vegetables,Transport,5.17,Synthetic data for visualization practice
2019,Onion,Vegetables,Market,4.69,Synthetic data for visualization practice
2019,Cauliflower,Vegetables,Harvest,5.12,Synthetic data for visualization practice
2019,Cauliflower,Vegetables,Handling,4.22,Synthetic data for visualization practice
2019,Cauliflower,Vegetables,Storage,5.93,Synthetic data for visualization practice
2019,Cauliflower,Vegetables,Transport,4.81,Synthetic data for visualization practice
2019,Cauliflower,Vegetables,Market,3.88,Synthetic data for visualization practice
2019,Cabbage,Vegetables,Harvest,4.84,Synthetic data for visualization practice
2019,Cabbage,Vegetables,Handling,3.42,Synthetic data for visualization practice
2019,Cabbage,Vegetables,Storage,5.44,Synthetic data for visualization practice
2019,Cabbage,Vegetables,Transport,4.09,Synthetic data for visualization practice
2019,Cabbage,Vegetables,Market,3.65,Synthetic data for visualization practice
2019,Okra,Vegetables,Harvest,6.32,Synthetic data for visualization practice
2019,Okra,Vegetables,Handling,5.12,Synthetic data for visualization practice
2019,Okra,Vegetables,Storage,7.92,Synthetic data for visualization practice
2019,Okra,Vegetables,Transport,6.08,Synthetic data for visualization practice
2019,Okra,Vegetables,Market,4.43,Synthetic data for visualization practice
2019,Groundnut,Oilseeds,Harvest,2.5,Synthetic data for visualization practice
2019,Groundnut,Oilseeds,Handling,1.95,Synthetic data for visualization practice
2019,Groundnut,Oilseeds,Storage,3.16,Synthetic data for visualization practice
2019,Groundnut,Oilseeds,Transport,2.43,Synthetic data for visualization practice
2019,Groundnut,Oilseeds,Market,1.97,Synthetic data for visualization practice
2019,Soybean,Oilseeds,Harvest,2.05,Synthetic data for visualization practice
2019,Soybean,Oilseeds,Handling,1.68,Synthetic data for visualization practice
2019,Soybean,Oilseeds,Storage,1.75,Synthetic data for visualization practice
2019,Soybean,Oilseeds,Transport,2.01,Synthetic data for visualization practice
2019,Soybean,Oilseeds,Market,1.2,Synthetic data for visualization practice
2019,Mustard,Oilseeds,Harvest,1.91,Synthetic data for visualization practice
2019,Mustard,Oilseeds,Handling,1.56,Synthetic data for visualization practice
2019,Mustard,Oilseeds,Storage,2.01,Synthetic data for visualization practice
2019,Mustard,Oilseeds,Transport,2.01,Synthetic data for visualization practice
2019,Mustard,Oilseeds,Market,1.08,Synthetic data for visualization practice
2019,Sunflower,Oilseeds,Harvest,2.34,Synthetic data for visualization practice
2019,Sunflower,Oilseeds,Handling,1.98,Synthetic data for visualization practice
2019,Sunflower,Oilseeds,Storage,2.89,Synthetic data for visualization practice
2019,Sunflower,Oilseeds,Transport,2.07,Synthetic data for visualization practice
2019,Sunflower,Oilseeds,Market,2.0,Synthetic data for visualization practice
2019,Chilli,Spices,Harvest,2.73,Synthetic data for visualization practice
2019,Chilli,Spices,Handling,2.07,Synthetic data for visualization practice
2019,Chilli,Spices,Storage,3.63,Synthetic data for visualization practice
2019,Chilli,Spices,Transport,2.94,Synthetic data for visualization practice
2019,Chilli,Spices,Market,2.32,Synthetic data for visualization practice
2019,Turmeric,Spices,Harvest,3.62,Synthetic data for visualization practice
2019,Turmeric,Spices,Handling,3.09,Synthetic data for visualization practice
2019,Turmeric,Spices,Storage,3.76,Synthetic data for visualization practice
2019,Turmeric,Spices,Transport,3.03,Synthetic data for visualization practice
2019,Turmeric,Spices,Market,2.34,Synthetic data for visualization practice
2019,Coriander,Spices,Harvest,2.7,Synthetic data for visualization practice
2019,Coriander,Spices,Handling,1.8,Synthetic data for visualization practice
2019,Coriander,Spices,Storage,2.08,Synthetic data for visualization practice
2019,Coriander,Spices,Transport,1.8,Synthetic data for visualization practice
2019,Coriander,Spices,Market,1.54,Synthetic data for visualization practice
2020,Rice,Cereals,Harvest,1.64,Synthetic data for visualization practice
2020,Rice,Cereals,Handling,1.41,Synthetic data for visualization practice
2020,Rice,Cereals,Storage,1.9,Synthetic data for visualization practice
2020,Rice,Cereals,Transport,1.89,Synthetic data for visualization practice
2020,Rice,Cereals,Market,1.11,Synthetic data for visualization practice
2020,Wheat,Cereals,Harvest,2.04,Synthetic data for visualization practice
2020,Wheat,Cereals,Handling,1.15,Synthetic data for visualization practice
2020,Wheat,Cereals,Storage,2.28,Synthetic data for visualization practice
2020,Wheat,Cereals,Transport,1.82,Synthetic data for visualization practice
2020,Wheat,Cereals,Market,1.37,Synthetic data for visualization practice
2020,Maize,Cereals,Harvest,1.28,Synthetic data for visualization practice
2020,Maize,Cereals,Handling,1.67,Synthetic data for visualization practice
2020,Maize,Cereals,Storage,1.57,Synthetic data for visualization practice
2020,Maize,Cereals,Transport,1.02,Synthetic data for visualization practice
2020,Maize,Cereals,Market,1.07,Synthetic data for visualization practice
2020,Barley,Cereals,Harvest,1.84,Synthetic data for visualization practice
2020,Barley,Cereals,Handling,1.72,Synthetic data for visualization practice
2020,Barley,Cereals,Storage,2.43,Synthetic data for visualization practice
2020,Barley,Cereals,Transport,1.73,Synthetic data for visualization practice
2020,Barley,Cereals,Market,1.73,Synthetic data for visualization practice
2020,Millet,Cereals,Harvest,2.39,Synthetic data for visualization practice
2020,Millet,Cereals,Handling,1.76,Synthetic data for visualization practice
2020,Millet,Cereals,Storage,2.64,Synthetic data for visualization practice
2020,Millet,Cereals,Transport,1.42,Synthetic data for visualization practice
2020,Millet,Cereals,Market,1.41,Synthetic data for visualization practice
2020,Sorghum,Cereals,Harvest,2.14,Synthetic data for visualization practice
2020,Sorghum,Cereals,Handling,1.54,Synthetic data for visualization practice
2020,Sorghum,Cereals,Storage,2.35,Synthetic data for visualization practice
2020,Sorghum,Cereals,Transport,2.44,Synthetic data for visualization practice
2020,Sorghum,Cereals,Market,1.5,Synthetic data for visualization practice
2020,Chickpea,Pulses,Harvest,2.12,Synthetic data for visualization practice
2020,Chickpea,Pulses,Handling,1.76,Synthetic data for visualization practice
2020,Chickpea,Pulses,Storage,2.47,Synthetic data for visualization practice
2020,Chickpea,Pulses,Transport,2.14,Synthetic data for visualization practice
2020,Chickpea,Pulses,Market,1.89,Synthetic data for visualization practice
2020,Pigeon Pea,Pulses,Harvest,2.73,Synthetic data for visualization practice
2020,Pigeon Pea,Pulses,Handling,2.27,Synthetic data for visualization practice
2020,Pigeon Pea,Pulses,Storage,2.72,Synthetic data for visualization practice
2020,Pigeon Pea,Pulses,Transport,2.45,Synthetic data for visualization practice
2020,Pigeon Pea,Pulses,Market,2.18,Synthetic data for visualization practice
2020,Lentil,Pulses,Harvest,1.75,Synthetic data for visualization practice
2020,Lentil,Pulses,Handling,1.58,Synthetic data for visualization practice
2020,Lentil,Pulses,Storage,2.05,Synthetic data for visualization practice
2020,Lentil,Pulses,Transport,1.88,Synthetic data for visualization practice
2020,Lentil,Pulses,Market,1.32,Synthetic data for visualization practice
2020,Green Gram,Pulses,Harvest,2.25,Synthetic data for visualization practice
2020,Green Gram,Pulses,Handling,1.0,Synthetic data for visualization practice
2020,Green Gram,Pulses,Storage,2.55,Synthetic data for visualization practice
2020,Green Gram,Pulses,Transport,1.11,Synthetic data for visualization practice
2020,Green Gram,Pulses,Market,1.16,Synthetic data for visualization practice
2020,Black Gram,Pulses,Harvest,1.86,Synthetic data for visualization practice
2020,Black Gram,Pulses,Handling,1.1,Synthetic data for visualization practice
2020,Black Gram,Pulses,Storage,1.79,Synthetic data for visualization practice
2020,Black Gram,Pulses,Transport,1.96,Synthetic data for visualization practice
2020,Black Gram,Pulses,Market,1.15,Synthetic data for visualization practice
2020,Mango,Fruits,Harvest,5.15,Synthetic data for visualization practice
2020,Mango,Fruits,Handling,4.23,Synthetic data for visualization practice
2020,Mango,Fruits,Storage,6.25,Synthetic data for visualization practice
